id,species,genotype,site,subsystem,tank,rack,qty,size
,CN,CN14,Mote Summerland,All Summerland,F7,R1177,22,1
,INTERSEPTA,SI9,Mote Summerland,All Summerland,F4,R1515,22,1
,MC,MC127,Mote Looe Key [In Situ],,default,R1220,22,1
,PS,PS15,Mote Summerland,All Summerland,A2,R1981,22,0.25
,PA,PA412,Mote Summerland,All Summerland,A2,R1395,22,0.25
,SB,SB13,Mote Summerland,All Summerland,A4,R1107,22,0.25
,AC,AC79,Mote Looe Key [In Situ],,,AC-79,22,0
,PC,PC22,Mote Islamorada [In Situ],,Unassigned,R468,21,0
,CN,CN21,Mote Summerland,All Summerland,F5,R1202,21,1
,ASTREOIDES,PA47,Mote Summerland,All Summerland,H6,R356,21,0.25
,OF,OF984,Mote Summerland,All Summerland,Q7,R813,21,0.5
,OF,OF1009,Mote Islamorada [In Situ],,Unassigned,R469,21,0
,OF,OF1008,Mote Islamorada [In Situ],,Unassigned,R471,21,0
,OF,OF61,Mote Summerland,All Summerland,D2,R1604,21,0.25
,PC,PC55,Mote Summerland,All Summerland,D3,R1490,21,0.5
,,OF,Mote Summerland,All Summerland,F7,R28,21,0
,SIDEREA,SS90,Mote Summerland,All Summerland,C1,R891,21,0.5
,OF,OF99,Mote Summerland,All Summerland,C6,R877,21,0.5
,DL,DL168,Mote Summerland,All Summerland,F1,R1928,21,0.5
,DL,DL169,Mote Summerland,All Summerland,F1,R1829,21,0.5
,AC,AC5,Mote Islamorada [In Situ],,,Red14,21,0
,OF,OF987,Mote Looe Key [In Situ],,default,R1053,21,0.25
,PA,PA417,Mote Summerland,All Summerland,A2,R197,21,0.25
,DL,DL12,Mote Summerland,All Summerland,A4,R931,21,0.25
,AC,AC47,Mote Key Largo [In Situ],,,Red08,21,0
,AC,AC47,Mote Key Largo [In Situ],,,Blue18,21,0
,OF,OF1027,Mote Islamorada [In Situ],,,Red83,21,0
,AC,AC2513,Mote Looe Key [In Situ],,,CU-034,21,0
,MC,MC53,Mote Looe Key [In Situ],,,MC MIX2,21,0
,SIDEREA,SS30,Mote Summerland,All Summerland,F3,R318,20,1
,ASTREOIDES,PA86,Mote Summerland,All Summerland,C4,R343,20,1
,MC,MC91,Mote Islamorada [In Situ],,Unassigned,R446,20,0
,PS,PS7,Mote Islamorada [In Situ],,Unassigned,R448,20,0
,OF,OF98,Mote Summerland,All Summerland,D5,R701,20,0.25
,CN,CN67,Mote Summerland,All Summerland,H3,ISLA276,20,0.75
,PS,PS42,Mote Summerland,All Summerland,H4,R249,20,1
,OF,OF996,Mote Summerland,All Summerland,F7,R651,20,0.75
,PC,PC27,Mote Key Largo [In Situ],,Unassigned,R164,20,0.5
,PC,PC26,Mote Key Largo [In Situ],,Unassigned,R167,20,0.5
,PC,PC50,Mote Key Largo [In Situ],,Unassigned,R44,20,0.5
,PC,PC26,Mote Key Largo [In Situ],,Unassigned,R36,20,0.5
,MC,MC204,Mote Key Largo [In Situ],,Unassigned,R137,20,0.5
,MC,MC97,Mote Key Largo [In Situ],,Unassigned,R210,20,0.5
,MC,MC204,Mote Key Largo [In Situ],,Unassigned,R147,20,0.5
,PC,PC21,Mote Key Largo [In Situ],,Unassigned,R18,20,0.5
,PC,PC45,Mote Key Largo [In Situ],,Unassigned,R162,20,0.5
,PC,PC45,Mote Key Largo [In Situ],,Unassigned,R187,20,0.5
,MC,MC125,Mote Key Largo [In Situ],,Unassigned,R268,20,0.5
,PS,PS14,Mote Key Largo [In Situ],,Unassigned,R81,20,0.5
,MC,MC204,Mote Key Largo [In Situ],,Unassigned,R31,20,0.5
,CN,CN73,Mote Summerland,All Summerland,H3,ISLA294,20,0.75
,CN,CN83,Mote Summerland,All Summerland,H3,ISLA265,20,0.75
,CN,CN54,Mote Summerland,All Summerland,H3,ISLA184,20,0.75
,CN,CN18,Mote Summerland,All Summerland,H3,R1988,20,1
,CN,CN14,Mote Summerland,All Summerland,H3,R1539,20,1
,CN,CN21,Mote Summerland,All Summerland,H3,R1645,20,1
,CN,CN19,Mote Summerland,All Summerland,H3,R1949,20,1
,INTERSEPTA,SI13,Mote Summerland,All Summerland,C1,R1179,20,0.5
,MC,MC202,Mote Summerland,All Summerland,D4,R262,20,0.5
,AC,AC5,Mote Looe Key [In Situ],,,AC-5,20,0
,AC,AC70,Mote Sand Key [In Situ],,,70,20,0
,RADIANS,SR257,Mote Summerland,All Summerland,D2,R1582,20,0.25
,OF,OF940,Mote Islamorada [In Situ],,,Blue07,20,0
,CN,CN7,Mote Summerland,All Summerland,H3,R3,20,0
,CN,CN11,Mote Summerland,All Summerland,H3,R3,20,0
,CN,CN12,Mote Summerland,All Summerland,H3,R3,20,0
,CN,CN8,Mote Summerland,All Summerland,H3,R3,20,0
,MC,MC112,Mote Summerland,All Summerland,B5,R1736,20,0.5
,INTERSEPTA,SI6,Mote Summerland,All Summerland,F4,R1531,20,0.75
,DL,DL172,Mote Summerland,All Summerland,B6,R148,20,0.5
,CN,CN75,Mote Summerland,All Summerland,F10,R1379,20,0.5
,OF,OF984,Mote Summerland,All Summerland,B3,R1319,20,0.75
,PC,PC46,Mote Key Largo [In Situ],,Unassigned,R150,20,0.5
,PC,PC46,Mote Key Largo [In Situ],,Unassigned,R161,20,0.5
,MC,MC204,Mote Key Largo [In Situ],,Unassigned,R213,20,0.5
,MC,MC204,Mote Key Largo [In Situ],,Unassigned,R249,20,0.5
,MC,MC97,Mote Key Largo [In Situ],,Unassigned,R291,20,0.5
,PC,PC46,Mote Key Largo [In Situ],,Unassigned,R309,20,0.5
,PC,PC50,Mote Key Largo [In Situ],,Unassigned,R87,20,0.5
,PC,PC20,Mote Key Largo [In Situ],,Unassigned,R144,20,0.5
,PC,PC45,Mote Key Largo [In Situ],,Unassigned,R256,20,0.5
,SB,SB13,Mote Summerland,All Summerland,A4,R1249,20,0.5
,SB,SB13,Mote Summerland,All Summerland,A4,R1285,20,0.5
,AC,AC58,Mote Key Largo [In Situ],,,Red01,20,0
,AC,AC4,Mote Key Largo [In Situ],,,Red05,20,0
,AC,AC58,Mote Key Largo [In Situ],,,Blue01,20,0
,PC,PC20,Mote Key Largo [In Situ],,,Blue61,20,0
,OF,OF1015,Mote Islamorada [In Situ],,Unassigned,R100,20,0.25
,PS,PS36,Mote Looe Key [In Situ],,,PS MIX3,20,0
,AC,AC2615,Mote Looe Key [In Situ],,,NB-4a,20,0
,AC,AC2601,Mote Looe Key [In Situ],,,NB-1,20,0
,OF,OF180,Mote Looe Key [In Situ],,,OF-180,20,0
,OF,OF185,Mote Looe Key [In Situ],,,OF-185,20,0
,AC,AC2628,Mote Looe Key [In Situ],,,RD-3,20,0
,AC,AC2637,Mote Looe Key [In Situ],,,RD-21,20,0
,CN,CN14,Mote Summerland,All Summerland,F7,R1042,19,1
,MC,MC127,Mote Summerland,All Summerland,C5,R24,19,1
,SIDEREA,SS1,Mote Summerland,All Summerland,E4,R324,19,0.75
,OF,OF1015,Mote Islamorada [In Situ],,Unassigned,R45,19,0
,MC,MC102,Mote Summerland,All Summerland,F4,R357,19,0.75
,PS,PS7,Mote Islamorada [In Situ],,Unassigned,R322,19,0
,DL,DL275,Mote Summerland,All Summerland,D5,R440,19,0.25
,DL,DL185,Mote Summerland,All Summerland,E6,R1708,19,0.5
,PS,PS20,Mote Summerland,All Summerland,E4,R1683,19,0.5
,ASTREOIDES,PA74,Mote Summerland,All Summerland,G4,R900,19,1
,PS,PS14,Mote Summerland,All Summerland,B1,R1614,19,0.25
,ASTREOIDES,PA84,Mote Summerland,All Summerland,G9,R1324,19,
,DL,DL210,Mote Summerland,All Summerland,D5,R1648,19,0.5
,DL,DL218,Mote Summerland,All Summerland,D4,R844,19,0
,PS,PS7,Mote Summerland,All Summerland,B2,R1219,19,0.5
,PS,PS9,Mote Summerland,All Summerland,A5,R1076,19,0.25
,PS,PS35,Mote Looe Key [In Situ],,,PS MIX3,19,0
,AC,AC2611,Mote Looe Key [In Situ],,,NB-15,19,0
,OF,OF675,Mote Looe Key [In Situ],,,OF MIX2,19,0
,CN,CN10,Mote Looe Key [In Situ],,,CN MIX1,19,0
,I2,I2A,Mote Summerland,All Summerland,H6,R1281,18,1
,PC,PC19,Mote Summerland,All Summerland,F5,R1017,18,0.75
,OF,OF976,Mote Summerland,All Summerland,F4,R1317,18,0.25
,OF,OF1004,Mote Looe Key [In Situ],,default,R41,18,0.25
,ASTREOIDES,PA29,Mote Summerland,All Summerland,C3,R839,18,0.25
,OF,OF688,Mote Summerland,All Summerland,F7,R1479,18,0.75
,PS,PS8,Mote Summerland,All Summerland,E4,R1498,18,0.75
,ASTREOIDES,PA54,Mote Summerland,All Summerland,D4,R1353,18,0.25
,DL,DL204,Mote Summerland,All Summerland,Q9,R981,18,0.5
,DL,DL176,Mote Summerland,All Summerland,F1,R1829,18,0.25
,DL,DL151,Mote Summerland,All Summerland,A5,R1165,18,0.25
,PS,PS45,Mote Summerland,All Summerland,A5,R1244,18,0.25
,DL,DL231,Mote Summerland,All Summerland,A1,R1150,18,0.5
,OF,OF679,Mote Summerland,All Summerland,F4,R1448,18,0.75
,CN,CN18,Mote Summerland,All Summerland,F7,R1675,18,1
,MC,MC64,Mote Summerland,All Summerland,A5,R491,18,0.25
,ASTREOIDES,PA22,Mote Summerland,All Summerland,D4,R1211,18,0.25
,CN,CN49,Mote Summerland,All Summerland,F10,R1588,18,0.5
,MC,MC107,Mote Summerland,All Summerland,F6,R939,18,0.75
,OF,OF987,Mote Looe Key [In Situ],,default,R948,18,0.25
,PA,PA416,Mote Summerland,All Summerland,A2,R946,18,0.25
,PA,PA409,Mote Summerland,All Summerland,A2,R197,18,0.25
,PC,PC31,Mote Key Largo [In Situ],,,Red01,18,0
,PC,PC31,Mote Key Largo [In Situ],,,Blue31,18,0
,PS,PS2,Mote Looe Key [In Situ],,,PS-2,18,0
,OF,OF184,Mote Looe Key [In Situ],,,OF MIX4,18,0
,OF,OF1018,Mote Looe Key [In Situ],,,OF MIX5,18,0
,AP,AP24,Mote Looe Key [In Situ],,,AP24,18,0
,ASTREOIDES,PA71,Mote Summerland,All Summerland,C4,R347,17,1
,ASTREOIDES,PA112,Mote Summerland,All Summerland,C4,R1264,17,1
,OF,OF987,Mote Summerland,All Summerland,C1,R111,17,0.5
,MC,MC115,Mote Islamorada [In Situ],,Unassigned,R437,17,0
,PS,PS4,Mote Summerland,All Summerland,D4,R705,17,0.75
,OF,OF955,Mote Islamorada [In Situ],,Unassigned,R511,17,0
,ASTREOIDES,PA345,Mote Summerland,All Summerland,Q7,R1608,17,0.25
,PD,PD?,Mote Summerland,All Summerland,Q4,R1092,17,1
,SIDEREA,SS165,Mote Summerland,All Summerland,C1,R1439,17,0.5
,MC,MC209,Mote Summerland,All Summerland,D5,R1344,17,0.5
,DL,DL222,Mote Summerland,All Summerland,D1,R251,17,0.25
,OF,OF98,Mote Summerland,All Summerland,B3,R967,17,0.5
,ASTREOIDES,PA104,Mote Summerland,All Summerland,H6,R1349,17,0.5
,ASTREOIDES,PA99,Mote Summerland,All Summerland,G9,R1287,17,0.25
,SIDEREA,SS9,Mote Summerland,All Summerland,D5,R701,17,0.25
,OF,OF689,Mote Summerland,All Summerland,A5,R1217,17,0.25
,AC,AC88,Mote Islamorada [In Situ],,,Red11,17,0
,RADIANS,SR256,Mote Summerland,All Summerland,D2,R1604,17,0.25
,OF,OF957,Mote Islamorada [In Situ],,,Blue07,17,0
,MC,MC57,Mote Summerland,All Summerland,B2,R369,17,0.25
,DS,DS9,Mote Summerland,All Summerland,A1,R1150,17,0.25
,MC,MC72,Mote Summerland,All Summerland,E6,R607,17,1
,OF,OF1015-B,Mote Islamorada [In Situ],,Unassigned,R184,17,0.25
,MC,MC127,Mote Looe Key [In Situ],,,MC MIX4,17,0
,AC,AC4,Mote Looe Key [In Situ],,,AC-4,17,0
,AC,AC48,Mote Looe Key [In Situ],,,AC-48,17,0
,OA,OA12,Mote Looe Key [In Situ],,,OA MIX1,17,0
,AC,AC88,Mote Looe Key [In Situ],,,AC-88,17,0
,PC,PC37,Mote Looe Key [In Situ],,,PC-37,17,0
,AC,AC92,Mote Sand Key [In Situ],,,92,17,0
,CN,CN14,Mote Summerland,All Summerland,H2,R1146,16,1
,CN,CN14,Mote Summerland,All Summerland,G9,R1121,16,1
,INTERSEPTA,SI8,Mote Summerland,All Summerland,F3,R133,16,1
,INTERSEPTA,SI1,Mote Summerland,All Summerland,F3,R133,16,1
,ASTREOIDES,PA54,Mote Summerland,All Summerland,C4,R1353,16,1
,MC,MC57,Mote Summerland,All Summerland,D4,R5,16,0.25
,OF,OF951,Mote Islamorada [In Situ],,Unassigned,R507,16,0
,OF,OF685,Mote Summerland,All Summerland,Q10,R2012,16,0.5
,PC,PC48,Mote Key Largo [In Situ],,Unassigned,R42,16,0.5
,CN,CN51,Mote Summerland,All Summerland,D1,R413,16,0.25
,PC,PC46,Mote Key Largo [In Situ],,Unassigned,R239,16,0.5
,ASTREOIDES,PA93,Mote Summerland,All Summerland,G9,R1001,16,1
,MC,MC205,Mote Looe Key [In Situ],,default,ILSA45,16,0.5
,AC,AC56,Mote Looe Key [In Situ],,,AC-56,16,0
,DL,DL146,Mote Summerland,All Summerland,A5,R108,16,0.25
,OF,OF457,Mote Summerland,All Summerland,A5,R1242,16,0.25
,DL,DL189,Mote Summerland,All Summerland,B5,R1720,16,0.5
,PC,PC16,Mote Summerland,All Summerland,F5,R1017,16,0.75
,SIDEREA,SS26,Mote Summerland,All Summerland,F4,R1416,16,0.75
,OF,OF1003,Mote Summerland,All Summerland,F4,R1515,16,0.5
,ASTREOIDES,PA90,Mote Summerland,All Summerland,G9,R1336,16,1
,RADIANS,SR189,Mote Looe Key [In Situ],,default,R1631,16,0.5
,DL,DL257,Mote Looe Key [In Situ],,default,R1,16,0.75
,DL,DL153,Mote Summerland,All Summerland,B1,R152,16,0.25
,PS,PS48,Mote Key Largo [In Situ],,,Red04,16,0
,PS,PS48,Mote Key Largo [In Situ],,,Red04,16,0
,AC,AC2514,Mote Looe Key [In Situ],,,CU-035,16,0
,OF,OF668,Mote Looe Key [In Situ],,,OF MIX2,16,0
,OF,OF1017,Mote Looe Key [In Situ],,,OF MIX5,16,0
,AC,AC29,Mote Looe Key [In Situ],,,AC-29,16,0
,CN,CN9,Mote Looe Key [In Situ],,,CN MIX1,16,0
,DS,DS4,Mote Looe Key [In Situ],,,DS MIX1,16,0
,OF,OF947,Mote Islamorada [In Situ],,Unassigned,R314,15,0
,MC,MC117,Mote Islamorada [In Situ],,Unassigned,R320,15,0.5
,OF,OF693,Mote Summerland,All Summerland,Q10,R2012,15,0.75
,ASTREOIDES,PA103,Mote Summerland,All Summerland,C4,R945,15,1
,MC,MC109,Mote Summerland,All Summerland,C4,R1183,15,0.75
,OF,OF995,Mote Looe Key [In Situ],,default,R878,15,0.5
,MC,MC106,Mote Summerland,All Summerland,B1,R1862,15,0.25
,PS,PS49,Mote Summerland,All Summerland,F9,R1463,15,0
,DL,DL203,Mote Summerland,All Summerland,F4,R1077,15,0.75
,DL,DL165,Mote Summerland,All Summerland,C4,R19,15,0.5
,DL,DL201,Mote Summerland,All Summerland,C4,R20,15,0.75
,PC,PC26,Mote Key Largo [In Situ],,Unassigned,R316,15,0.5
,MC,MC71,Mote Summerland,All Summerland,E6,R607,15,1
,PC,PC44,Mote Summerland,All Summerland,A5,R922,15,0.25
,DL,DL238,Mote Summerland,All Summerland,D2,R1604,15,0.5
,CN,CN11,Mote Looe Key [In Situ],,,CN-11,15,0
,DL,DL270,Mote Summerland,All Summerland,F8,R2001,15,0.5
,DL,DL166,Mote Summerland,All Summerland,B6,R421,15,0.5
,DL,DL186,Mote Summerland,All Summerland,B6,R148,15,0.5
,CN,CN29,Mote Summerland,All Summerland,F10,R1766,15,0.5
,MC,MC52,Mote Summerland,All Summerland,B6,R204,15,0.25
,DL,DL256,Mote Summerland,All Summerland,D4,R1211,15,0
,DL,DL179,Mote Summerland,All Summerland,F6,R165,15,1
,OF,OF1008,Mote Islamorada [In Situ],,Unassigned,R52,15,0.5
,DL,DL157,Mote Summerland,All Summerland,B1,R152,15,0.25
,PC,PC50,Mote Key Largo [In Situ],,Unassigned,R79,15,0.5
,PC,PC21,Mote Key Largo [In Situ],,,Red04,15,0
,AC,AC3,Mote Key Largo [In Situ],,,Red05,15,0
,PC,PC21,Mote Key Largo [In Situ],,,Blue94,15,0
,AC,AC3,Mote Key Largo [In Situ],,,Blue35,15,0
,OF,OF1008,Mote Islamorada [In Situ],,Unassigned,R253,15,0.5
,OF,OF1008,Mote Islamorada [In Situ],,Unassigned,R267,15,0.75
,AC,AC2511,Mote Looe Key [In Situ],,,CM-031,15,0
,PS,PS27,Mote Looe Key [In Situ],,,PS MIX2,15,0
,AC,AC2607,Mote Looe Key [In Situ],,,NB-8,15,0
,PC,PC17,Mote Looe Key [In Situ],,,PC-17,15,0
,ASTREOIDES,PA70,Mote Summerland,All Summerland,G4,R321,14,1
,OF,OF774,Mote Summerland,All Summerland,F6,R665,14,1
,MC,MC116,Mote Islamorada [In Situ],,Unassigned,R508,14,0
,PC,PC19,Mote Summerland,All Summerland,D3,R1516,14,0.5
,INTERSEPTA,SI11,Mote Summerland,All Summerland,C5,R9,14,0.25
,PD,PD?,Mote Summerland,All Summerland,Q4,R880,14,1
,MC,MC78,Mote Key Largo [In Situ],,Unassigned,R135,14,0.5
,MC,MC212,Mote Summerland,All Summerland,D1,R142,14,0.25
,PS,PS14,Mote Key Largo [In Situ],,Unassigned,R11,14,0.5
,ASTREOIDES,PA42,Mote Summerland,All Summerland,H6,R356,14,1
,ASTREOIDES,PA96,Mote Summerland,All Summerland,G9,R1287,14,1
,SIDEREA,SS3,Mote Summerland,All Summerland,D5,R978,14,0.25
,PC,PC19,Mote Summerland,All Summerland,B6,R204,14,0.25
,DL,DL201,Mote Summerland,All Summerland,D1,R413,14,0.25
,OF,OF800,Mote Summerland,All Summerland,B5,R1040,14,0.25
,OF,OF696,Mote Summerland,All Summerland,F4,R1055,14,0.75
,MC,MC59,Mote Summerland,All Summerland,B1,R4,14,0.25
,MC,MC59,Mote Summerland,All Summerland,B1,R4,14,0.25
,PA,PA419,Mote Summerland,All Summerland,A2,R893,14,0.25
,MC,MC78,Mote Key Largo [In Situ],,,Red03,14,0
,MC,MC78,Mote Key Largo [In Situ],,,Red03,14,0
,MC,MC116,Mote Islamorada [In Situ],,,Blue10,14,0
,OF,OF956,Mote Islamorada [In Situ],,Unassigned,R264,14,0.5
,MC,MC73,Mote Looe Key [In Situ],,,MC MIX3,14,0
,MC,MC126,Mote Looe Key [In Situ],,,MC MIX4,14,0
,AC,AC50,Mote Looe Key [In Situ],,,AC-50,14,0
,OF,OF441,Mote Summerland,,Unassigned,R708,13,0
,SIDEREA,SS11,Mote Summerland,All Summerland,F3,R318,13,0.75
,ASTREOIDES,PA306,Mote Summerland,All Summerland,F1,R459,13,0.25
,SIDEREA,SS24,Mote Summerland,All Summerland,E4,R324,13,0.75
,OF,OF61,Mote Summerland,All Summerland,F7,R1006,13,0.75
,ASTREOIDES,PA320,Mote Summerland,All Summerland,H2,R1599,13,0.25
,AC,AC2540,Mote Looe Key [In Situ],,,CU-126,13,0
,OF,OF700,Mote Looe Key [In Situ],,,OF MIX3,13,0
,OF,OF920,Mote Looe Key [In Situ],,,OF MIX3,13,0
,OA,OA13,Mote Looe Key [In Situ],,,OA MIX1,13,0
,DL,DL152,Mote Summerland,All Summerland,A5,R1165,13,0.25
,OF,OF97,Mote Summerland,All Summerland,A5,R1217,13,0.25
,ASTREOIDES,PA45,Mote Summerland,All Summerland,G4,R321,13,1
,OF,OF988,Mote Summerland,All Summerland,F5,R909,13,0.75
,,OF,Mote Summerland,All Summerland,F5,R1362,13,1
,CN,CN30,Mote Summerland,All Summerland,F10,R1057,13,0.5
,OF,OF982,Mote Summerland,All Summerland,Q7,R916,13,0.5
,DL,DL158,Mote Summerland,All Summerland,B1,R1725,13,0.25
,AC,AC13,Mote Key Largo [In Situ],,,Red04,13,0
,AC,AC56,Mote Key Largo [In Situ],,,Red05,13,0
,AC,AC13,Mote Key Largo [In Situ],,,Blue24,13,0
,AC,AC56,Mote Key Largo [In Situ],,,Blue25,13,0
,CN,CN21,Mote Summerland,All Summerland,F4,R1317,13,1
,OF,OF955,Mote Islamorada [In Situ],,,Blue09,13,0
,MC,MC61,Mote Looe Key [In Situ],,,MC MIX2,13,0
,AC,AC2575,Mote Looe Key [In Situ],,,FM-8,13,0
,OF,OF951,Mote Islamorada [In Situ],,Unassigned,R463,12,0
,DL,DL233,Mote Summerland,All Summerland,F5,R154,12,1
,ASTREOIDES,PA114,Mote Summerland,All Summerland,G4,R284,12,1
,ASTREOIDES,PA73,Mote Summerland,All Summerland,G4,R321,12,1
,MC,MC103,Mote Summerland,All Summerland,F3,R495,12,0.75
,ASTREOIDES,PA115,Mote Summerland,All Summerland,G4,R712,12,1
,PS,PS49,Mote Summerland,All Summerland,F9,R1539,12,0
,MC,MC126,Mote Summerland,All Summerland,F5,R1362,12,1
,PC,PC57,Mote Summerland,All Summerland,E3,R1695,12,0.5
,ASTREOIDES,PA353,Mote Summerland,All Summerland,G10,R1845,12,0.5
,ASTREOIDES,PA106,Mote Summerland,All Summerland,G4,R1268,12,1
,ASTREOIDES,PA110,Mote Summerland,All Summerland,G3,R1048,12,1
,ASTREOIDES,PA35,Mote Summerland,All Summerland,G3,R659,12,1
,AC,AC0,Mote Sand Key [In Situ],,,UNK-2,12,0
,DL,DL147,Mote Summerland,All Summerland,A5,R108,12,0.25
,OF,OF989,Mote Summerland,All Summerland,E4,R1498,12,0.75
,OF,OF96,Mote Summerland,All Summerland,C6,R877,12,0.25
,PC,PC57,Mote Summerland,All Summerland,F4,R1055,12,0.75
,DL,DL200,Mote Summerland,All Summerland,B6,R1434,12,0.25
,DL,DL156,Mote Summerland,All Summerland,B1,R1725,12,0.25
,PC,PC45,Mote Key Largo [In Situ],,Unassigned,R2,12,0.5
,PC,PC58,Mote Summerland,All Summerland,F4,R1077,12,0.25
,PS,PS11,Mote Looe Key [In Situ],,,PS MIX1,12,0
,OF,OF96,Mote Looe Key [In Situ],,,OF MIX1,12,0
,MC,MC106,Mote Summerland,All Summerland,F6,R1035,11,0.75
,OF,OF930,Mote Islamorada [In Situ],,Unassigned,R434,11,
,OF,OF949,Mote Islamorada [In Situ],,Unassigned,R436,11,0
,MC,MC119,Mote Islamorada [In Situ],,Unassigned,R444,11,0
,MC,MC84,Mote Islamorada [In Situ],,Unassigned,R317,11,0
,ASTREOIDES,PA93,Mote Summerland,All Summerland,C3,R1430,11,0.25
,ASTREOIDES,PA50,Mote Summerland,All Summerland,C3,R118,11,0.25
,DL,DL290,Mote Summerland,All Summerland,G7,R1524,11,1
,INTERSEPTA,SI85,Mote Summerland,All Summerland,D4,R1327,11,0.5
,ASTREOIDES,PA311,Mote Summerland,All Summerland,F1,R459,11,0.25
,RADIANS,SR255,Mote Summerland,All Summerland,D2,R1582,11,0.25
,ASTREOIDES,PA47,Mote Summerland,All Summerland,G4,R843,11,1
,ASTREOIDES,PA89,Mote Summerland,All Summerland,G3,R659,11,1
,OF,OF996,Mote Summerland,All Summerland,C1,R111,11,0.75
,ASTREOIDES,PA55,Mote Summerland,All Summerland,G9,R1492,11,1
,SIDEREA,SS25,Mote Summerland,All Summerland,D5,R978,11,0.25
,SIDEREA,SS8,Mote Summerland,All Summerland,D5,R978,11,0.25
,OF,OF992,Mote Summerland,All Summerland,F5,R1437,11,1
,OF,OF995,Mote Summerland,All Summerland,B3,R1414,11,0.5
,CN,CN21,Mote Summerland,All Summerland,B3,R292,11,1
,AP,AP22,Mote Looe Key [In Situ],,,AP24,11,0
,OF,OF1002,Mote Summerland,All Summerland,C6,R934,11,0.5
,DL,DL10,Mote Summerland,All Summerland,B2,R1839,11,0.25
,DL,DL285,Mote Summerland,All Summerland,B2,R1095,11,0.25
,RADIANS,SR190,Mote Looe Key [In Situ],,default,R1980,11,0.5
,MC,MC108,Mote Looe Key [In Situ],,default,R1,11,0.75
,MC,MC117,Mote Islamorada [In Situ],,,Blue07,11,0
,MC,MC84,Mote Islamorada [In Situ],,,Blue09,11,0
,DL,DL159,Mote Summerland,All Summerland,B1,R1725,11,0.25
,DL,DL9,Mote Summerland,All Summerland,A2,R1895,11,0.25
,PA,PA411,Mote Summerland,All Summerland,A2,R197,11,0.25
,OF,OF931,Mote Islamorada [In Situ],,Unassigned,R233,11,0.5
,PS,PS28,Mote Looe Key [In Situ],,,PS MIX2,11,0
,CN,CN3,Mote Looe Key [In Situ],,,CN MIX1,11,0
,CN,CN4,Mote Looe Key [In Situ],,,CN MIX1,11,0
,AC,AC5,Mote Islamorada [In Situ],,,Red14,10,0
,OF,OF773,Mote Summerland,All Summerland,F1,R1043,10,1
,PS,PS13,Mote Summerland,All Summerland,E6,R1252,10,1
,ASTREOIDES,PA100,Mote Summerland,All Summerland,G4,R712,10,1
,OF,OF1005,Mote Summerland,All Summerland,C6,R963,10,0.5
,DL,DL257,Mote Summerland,All Summerland,F7,R1426,10,1
,ASTREOIDES,PA24,Mote Summerland,All Summerland,G9,R1001,10,1
,SIDEREA,SS506,Mote Summerland,All Summerland,G7,R1511,10,1
,MC,MC125,Mote Key Largo [In Situ],,Unassigned,R160,10,0.5
,SIDEREA,SS88,Mote Summerland,All Summerland,C1,R1131,10,0.5
,ASTREOIDES,PA60,Mote Summerland,All Summerland,G4,R284,10,1
,DL,DL234,Mote Summerland,All Summerland,F6,R1665,10,0.5
,OF,OF1003,Mote Summerland,All Summerland,Q2,R1810,10,0.75
,PS,PS10,Mote Summerland,All Summerland,D5,R701,10,0.25
,OF,OF987,Mote Summerland,All Summerland,D5,R487,10,0.25
,PS,PS16,Mote Summerland,All Summerland,A5,R1076,10,0.25
,OF,OF1,Mote Summerland,All Summerland,A5,R1217,10,0.25
,PS,PS47,Mote Summerland,All Summerland,A5,R1447,10,0.25
,OF,OF1000,Mote Summerland,All Summerland,F4,R1077,10,0.75
,DL,DL218,Mote Summerland,All Summerland,D1,R949,10,0.25
,SIDEREA,SS20,Mote Summerland,All Summerland,F4,R1531,10,0.75
,AP,AP16,Mote Summerland,All Summerland,A5,R1771,10,0.25
,DL,DL80,Mote Summerland,All Summerland,B6,R1586,10,0.5
,CN,CN33,Mote Summerland,All Summerland,C1,R1179,10,0.75
,DL,DL7,Mote Summerland,All Summerland,Q7,R1489,10,1
,PA,PA408,Mote Summerland,All Summerland,A2,R2009,10,0.25
,AC,AC41,Mote Key Largo [In Situ],,,Red04,10,0
,AC,AC7,Mote Key Largo [In Situ],,,Red08,10,0
,AC,AC41,Mote Key Largo [In Situ],,,Blue24,10,0
,OF,OF942,Mote Islamorada [In Situ],,,Blue10,10,0
,AC,AC7,Mote Key Largo [In Situ],,,Blue38,10,0
,MC,MC60,Mote Looe Key [In Situ],,,MC MIX2,10,0
,OF,OF800,Mote Looe Key [In Situ],,,OF MIX3,10,0
,OF,OF1019,Mote Looe Key [In Situ],,,OF MIX5,10,0
,AC,AC925,Mote Looe Key [In Situ],,,AC-925,10,0
,AC,AC2505,Mote Sand Key [In Situ],,,Multi,10,0
,CN,CN15,Mote Summerland,All Summerland,B3,R859,9,0
,INTERSEPTA,SI6,Mote Summerland,All Summerland,F3,R133,9,1
,OF,OF931,Mote Islamorada [In Situ],,Unassigned,R432,9,0
,DL,DL209,Mote Summerland,All Summerland,F3,R134,9,1
,DL,DL212,Mote Summerland,All Summerland,F3,R134,9,1
,OF,OF96,Mote Summerland,All Summerland,Q10,R2012,9,0.5
,OF,OF954,Mote Islamorada [In Situ],,Unassigned,R317,9,0
,FRANKSI,OK1,Mote Summerland,All Summerland,H2,R1260,9,1
